,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
108,012826.OF,工银瑞信聚宁9个月持有A,工银瑞信基金,招商银行,混合型,20210827,,,20210816,,9.4172,0.5,0.15,,1.0,0.0001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,,,O
109,970045.OF,东吴裕盈一年持有期C,东吴证券,交通银行,混合型,20210827,,,20210827,,,0.6,0.2,,1.0,,,中证500指数收益率*60%+中债总指数收益率*40%,L,灵活配置型,契约型开放式,,20210830,20210831,O
110,970044.OF,东吴裕盈一年持有期B,东吴证券,交通银行,混合型,20210827,,,20210827,,,0.0,0.2,,1.0,,,中证500指数收益率*60%+中债总指数收益率*40%,L,灵活配置型,契约型开放式,,,20210831,O
111,013430.OF,交银趋势优先C,交银施罗德基金,中国工商银行,混合型,20210827,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*75%+中证综合债券指数收益率*25%,L,混合型,契约型开放式,,20210827,20210830,O
112,012235.OF,华安聚弘精选C,华安基金,交通银行,混合型,20210827,,,20210809,,4.128,1.5,0.25,,1.0,0.0001,,中证800指数收益率*65%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,,,O
113,012234.OF,华安聚弘精选A,华安基金,交通银行,混合型,20210827,,,20210809,,28.9929,1.5,0.25,,1.0,0.0001,,中证800指数收益率*65%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,,,O
114,012968.OF,广发行业严选三年持有C,广发基金,中国民生银行,混合型,20210826,,,20210823,,11.3102,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+人民币计价的恒生指数收益率*25%+中证全债指数收益率*15%,L,混合型,契约型开放式,,,,O
115,013119.OF,中信保诚中证500C,中信保诚基金,中国建设银行,股票型,20210826,,,,,,1.0,0.22,,1.0,,,中证500指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20210826,20210827,O
116,013080.OF,中信保诚中证800医药C,中信保诚基金,中国银行,股票型,20210826,,,,,,1.0,0.22,,1.0,,,中证800制药与生物科技指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20210826,20210827,O
117,011699.OF,蜂巢丰华A,蜂巢基金,中国邮政储蓄银行,债券型,20210826,,,20210802,,30.0005,0.3,0.08,,1.0,0.0001,,中债综合全价(总值)指数收益率*80%+1年期银行定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
118,013081.OF,中信保诚中证800有色C,中信保诚基金,中国银行,股票型,20210826,,,,,,1.0,0.22,,1.0,,,中证800有色金属指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20210826,20210827,O
119,013120.OF,中信保诚沪深300C,中信保诚基金,中国建设银行,股票型,20210826,,,,,,1.0,0.22,,1.0,,,沪深300指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20210826,20210827,O
120,012194.OF,泓德睿诚C,泓德基金,交通银行,混合型,20210826,,,20210816,,1.7911,1.5,0.25,,1.0,0.01,,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,L,灵活配置型,契约型开放式,,,,O
121,013121.OF,中信保诚中证800金融C,中信保诚基金,中国建设银行,股票型,20210826,,,,,,1.0,0.22,,1.0,,,中证800金融价格指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20210826,20210827,O
122,013122.OF,中信保诚中证TMT产业主题C,中信保诚基金,中国建设银行,股票型,20210826,,,,,,1.0,0.22,,1.0,,,中证TMT产业主题指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20210826,20210827,O
123,012193.OF,泓德睿诚A,泓德基金,交通银行,混合型,20210826,,,20210816,,18.67,1.5,0.25,,1.0,0.01,,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,L,灵活配置型,契约型开放式,,,,O
124,013083.OF,中信保诚中证信息安全C,中信保诚基金,中国银行,股票型,20210826,,,,,,1.0,0.22,,1.0,,,中证信息安全主题指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20210826,20210827,O
125,013082.OF,信诚中证基建工程C,中信保诚基金,中国银行,股票型,20210826,,,,,,1.0,0.22,,1.0,,,中证基建工程指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20210826,20210827,O
126,013211.OF,华富安盈一年持有A,华富基金,中国建设银行,债券型,20210826,,,20210810,,17.7675,0.7,0.2,,1.0,0.001,,中债综合全价指数收益率*90%+沪深300指数收益率*5%+恒生指数收益率(使用估值汇率调整)*5%,L,债券型,契约型开放式,,,,O
127,013212.OF,华富安盈一年持有C,华富基金,中国建设银行,债券型,20210826,,,20210810,,1.2599,0.7,0.2,,1.0,0.001,,中债综合全价指数收益率*90%+沪深300指数收益率*5%+恒生指数收益率(使用估值汇率调整)*5%,L,债券型,契约型开放式,,,,O
128,013084.OF,中信保诚中证智能家居C,中信保诚基金,中国银行,股票型,20210826,,,,,,1.0,0.22,,1.0,,,中证智能家居指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20210826,20210826,O
129,012967.OF,广发行业严选三年持有A,广发基金,中国民生银行,混合型,20210826,,,20210823,,137.389,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+人民币计价的恒生指数收益率*25%+中证全债指数收益率*15%,L,混合型,契约型开放式,,,,O
130,011700.OF,蜂巢丰华C,蜂巢基金,中国邮政储蓄银行,债券型,20210826,,,20210802,,0.0001,0.3,0.08,,1.0,0.0001,,中债综合全价(总值)指数收益率*80%+1年期银行定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
131,010932.OF,国联安鑫元1个月持有C,国联安基金,华夏银行,混合型,20210825,,,20210524,,1.4,0.6,0.1,,1.0,0.001,,中证全债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,,,O
132,013162.OF,广发中证沪港深科技龙头ETF联接A,广发基金,中国建设银行,股票型,20210825,,,20210816,,0.1099,0.5,0.1,,1.0,0.0001,,中证沪港深科技龙头指数(人民币)收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210901,20210901,O
133,010931.OF,国联安鑫元1个月持有A,国联安基金,华夏银行,混合型,20210825,,,20210524,,1.9125,0.6,0.1,,1.0,0.001,,中证全债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,,,O
134,012957.OF,嘉实60天滚动持有A,嘉实基金,浦发银行,债券型,20210825,,,20210723,,0.668,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*85%+一年期定期存款利率(税后)*15%,L,债券型,契约型开放式,,20210906,20210906,O
135,013210.OF,金鹰大视野C,金鹰基金,浙商银行,混合型,20210825,,,20210809,,2.0891,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债总财富(总值)指数收益率*30%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,,,O
136,012958.OF,嘉实60天滚动持有C,嘉实基金,浦发银行,债券型,20210825,,,20210723,,1.3974,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*85%+一年期定期存款利率(税后)*15%,L,债券型,契约型开放式,,20210906,20210906,O
137,012604.OF,浙商兴盛一年定开债,浙商基金,兴业银行,债券型,20210825,,,20210628,,30.1,0.3,0.08,,1.0,,,中债-综合全价(总值)指数收益率,L,债券型,契约型开放式,,,,O
138,013422.OF,太平智行三个月定开,太平基金,中国农业银行,混合型,20210825,,,20210824,,8.0,1.1,0.2,,1.0,,,沪深300指数收益率*50%+中债综合指数收益率*40%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,,,O
139,011934.OF,中航量化阿尔法六个月持有A,中航基金,招商银行,股票型,20210825,,,20210802,,0.749,1.5,0.25,,1.0,0.001,,中证500指数收益率*85%+中证综合债券指数收益率*15%,L,股票型,契约型开放式,,,,O
140,013318.OF,华宝中证科创创业50ETF联接C,华宝基金,中国工商银行,股票型,20210825,,,20210809,,0.2593,0.5,0.1,,1.0,0.0001,,中证科创创业50指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
141,013307.OF,国泰中证科创创业50ETF联接C,国泰基金,中国邮政储蓄银行,股票型,20210825,,,20210809,,0.1024,0.5,0.1,,1.0,0.0001,,中证科创创业50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
142,013414.OF,太平智远三个月定开,太平基金,兴业银行,股票型,20210825,,,20210824,,10.0,1.1,0.2,,1.0,,,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合指数收益率*20%,L,股票型,契约型开放式,,,,O
143,012355.OF,南方新能源产业趋势C,南方基金,中国银行,混合型,20210825,,,20210809,,1.6546,1.5,0.25,,1.0,0.0001,,中证新能源指数收益率*60%+上证国债指数收益率*30%+恒生工业行业指数(人民币)收益率*10%,L,混合型,契约型开放式,,,,O
144,012641.OF,鹏华稳健鸿利一年持有C,鹏华基金,中国农业银行,混合型,20210825,,,20210726,,0.1385,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生指数收益率(经汇率调整)*10%,L,混合型,契约型开放式,,,,O
145,013306.OF,国泰中证科创创业50ETF联接A,国泰基金,中国邮政储蓄银行,股票型,20210825,,,20210809,,0.1506,0.5,0.1,,1.0,0.0001,,中证科创创业50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
146,012910.OF,平安盈盛稳健配置三个月持有C,平安基金,平安银行,债券型,20210825,,,20210712,,0.7426,0.3,0.1,,1.0,0.001,,中债新综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
147,012354.OF,南方新能源产业趋势A,南方基金,中国银行,混合型,20210825,,,20210809,,23.4781,1.5,0.25,,1.0,0.0001,,中证新能源指数收益率*60%+上证国债指数收益率*30%+恒生工业行业指数(人民币)收益率*10%,L,混合型,契约型开放式,,,,O
148,013163.OF,广发中证沪港深科技龙头ETF联接C,广发基金,中国建设银行,股票型,20210825,,,20210816,,0.0444,0.5,0.1,,1.0,0.0001,,中证沪港深科技龙头指数(人民币)收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210901,20210901,O
149,011935.OF,中航量化阿尔法六个月持有C,中航基金,招商银行,股票型,20210825,,,20210802,,2.5427,1.5,0.25,,1.0,0.001,,中证500指数收益率*85%+中证综合债券指数收益率*15%,L,股票型,契约型开放式,,,,O
150,013209.OF,金鹰大视野A,金鹰基金,浙商银行,混合型,20210825,,,20210809,,1.5173,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债总财富(总值)指数收益率*30%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,,,O
151,013317.OF,华宝中证科创创业50ETF联接A,华宝基金,中国工商银行,股票型,20210825,,,20210809,,1.3559,0.5,0.1,,1.0,0.0001,,中证科创创业50指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
152,012640.OF,鹏华稳健鸿利一年持有A,鹏华基金,中国农业银行,混合型,20210825,,,20210726,,3.2804,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生指数收益率(经汇率调整)*10%,L,混合型,契约型开放式,,,,O
153,012909.OF,平安盈盛稳健配置三个月持有A,平安基金,平安银行,债券型,20210825,,,20210712,,1.3457,0.3,0.1,,1.0,0.001,,中债新综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
154,011813.OF,融通创新动力A,融通基金,中国农业银行,混合型,20210824,,,20210809,,12.4277,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证香港100指数收益率*20%+中债综合全价(总值)指数收益率*20%,L,混合型,契约型开放式,,,,O
155,011814.OF,融通创新动力C,融通基金,中国农业银行,混合型,20210824,,,20210809,,0.0926,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证香港100指数收益率*20%+中债综合全价(总值)指数收益率*20%,L,混合型,契约型开放式,,,,O
156,013036.OF,南方旺元60天滚动持有C,南方基金,中国工商银行,债券型,20210824,,,,,,0.25,0.05,,1.0,,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20210826,20210826,O
157,012986.OF,平安优势回报1年持有期C,平安基金,平安银行,混合型,20210824,,,20210809,,1.8028,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+中证全债指数收益率*25%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,,,O
158,011730.OF,工银瑞信聚享C,工银瑞信基金,上海银行,混合型,20210824,,,20210809,,0.0,0.5,0.1,,1.0,0.0001,,中债综合财富(总值)指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,,,O
159,013315.OF,嘉实中证科创创业50ETF联接A,嘉实基金,中国银河,股票型,20210824,,,20210809,,0.5753,0.5,0.1,,1.0,0.0001,,中证科创创业50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210831,20210831,O
160,013021.OF,建信兴润一年持有,建信基金,中信证券,混合型,20210824,,,20210812,,43.5154,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20210906,,O
161,012969.OF,鹏华国证半导体芯片ETF联接A,鹏华基金,申万宏源证券,股票型,20210824,,,20210802,,0.5155,0.5,0.1,,1.0,0.0001,,国证半导体芯片指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210831,20210831,O
162,011606.OF,交银招享一年持有C,交银施罗德基金,招商银行,混合型,20210824,,,20210728,,29.2466,0.5,0.15,,1.0,0.0001,,中债综合全价指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,,,O
163,011605.OF,交银招享一年持有A,交银施罗德基金,招商银行,混合型,20210824,,,20210728,,60.6521,0.5,0.15,,1.0,0.0001,,中债综合全价指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,,,O
164,011930.OF,华夏时代前沿一年持有A,华夏基金,中信银行,混合型,20210824,,,20210816,,22.7387,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,L,混合型,契约型开放式,,,,O
165,013311.OF,华夏中证科创创业50ETF联接C,华夏基金,中国银行,股票型,20210824,,,20210809,,1.2482,0.5,0.1,,1.0,0.0001,,中证科创创业50指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
166,013314.OF,富国中证科创创业50ETF联接C,富国基金,中国建设银行,股票型,20210824,,,20210809,,0.567,0.5,0.1,,1.0,0.001,,中证科创创业50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
167,013103.OF,博时新能源主题A,博时基金,杭州银行,混合型,20210824,,,20210720,,3.1104,1.5,0.25,,1.0,0.001,,中证新能源指数收益率*70%+中债综合财富(总值)指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,,,O
168,011729.OF,工银瑞信聚享A,工银瑞信基金,上海银行,混合型,20210824,,,20210809,,4.2129,0.5,0.1,,1.0,0.0001,,中债综合财富(总值)指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,,,O
169,011931.OF,华夏时代前沿一年持有C,华夏基金,中信银行,混合型,20210824,,,20210816,,4.9615,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,L,混合型,契约型开放式,,,,O
170,013313.OF,富国中证科创创业50ETF联接A,富国基金,中国建设银行,股票型,20210824,,,20210809,,4.5447,0.5,0.1,,1.0,0.001,,中证科创创业50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
171,012918.OF,平安优势领航1年持有C,平安基金,交通银行,混合型,20210824,,,20210802,,0.1223,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+中证全债指数收益率*25%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,,,O
172,012691.OF,广发消费领先C,广发基金,中国工商银行,混合型,20210824,,,20210809,,0.4484,1.5,0.25,,1.0,0.0001,,中证内地消费主题指数收益率*55%+人民币计价的中证港股通大消费主题指数收益率*25%+中债新综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,,,O
